county,fips,year,population,total_cases,poor_or_fair_health_raw_value,mean_temp_f,mean_humidity_percent,unemployment_raw_value,gdp,children_in_poverty_raw_value,uninsured_raw_value
HERKIMER,36043,2018,62613,560,-0.26741698211181886,-1.3212275261533306,1.247492620186209,-0.5348536976191873,-0.276070626979766,0.680136846792669,-0.6335142726305096
HERKIMER,36043,2019,62240,879,-0.26741698211181886,-1.6462623638889307,2.1617687298372026,-0.3658128901568371,-0.2755445132239903,0.2615427956066588,-1.0084050212353965
HERKIMER,36043,2020,61833,83,0.35432363915640774,-1.129991924886135,1.0262544043102726,-0.8190582565762481,-0.2757062259348645,0.07736141308481455,-1.097339098175696
HERKIMER,36043,2021,61319,478,0.592377090878279,-0.9461423871083943,1.0900550306306342,-0.817471212237762,-0.2759266888874858,-0.10681996943703014,-1.1022887992367236
HERKIMER,36043,2022,60945,1215,0.9397908459035342,-0.917514396033755,1.1298886357384699,0.8971450889876543,-0.27643885213131203,-0.5756453067653616,-1.1595616153208386
JEFFERSON,36045,2012,118719,763,-0.417342777353377,0.5639683017427494,1.0451450506802675,1.6356523532076637,-0.21719622994913626,0.19456774741689706,1.3014526494208936
JEFFERSON,36045,2013,117910,212,-0.4835444175122508,-0.47699384318442367,1.2209368819112094,1.6879792814847172,-0.21934984290178802,1.11547466002612,1.5175338498895907
JEFFERSON,36045,2015,119504,292,-0.2849394970356303,-1.2659190219724734,0.4413362945109563,1.6092177204614198,-0.22360159789702022,0.4959554642708247,0.8061813292115427
JEFFERSON,36045,2016,119103,593,-0.6490485179094353,0.07055923267832412,0.4803147698496298,0.6113851434837154,-0.22500210752351008,0.4959554642708247,0.5527403929891469
JEFFERSON,36045,2017,117635,1302,-0.1418682725774329,0.11445660583192371,1.027459362827285,0.14189312399590293,-0.2262780880012205,0.24479903355921834,-0.0937863352386204
JEFFERSON,36045,2018,114006,1586,0.8307254311860742,-0.47465686383829114,0.27251767821694245,-0.12792150352150417,-0.2267674347875247,0.31177408174898,-0.6013730552987184
JEFFERSON,36045,2019,114187,1931,0.8307254311860742,-0.8524684783488639,0.7979419188243256,0.04048398700655604,-0.22703809181032217,0.2280552715117779,-0.7407798575100112
JEFFERSON,36045,2020,111755,142,0.4800214049936924,-0.2684655533262333,-0.003285737582138222,-0.4488728100746035,-0.22854217277208097,-0.6091328308602425,-1.176616123494637
JEFFERSON,36045,2021,109834,1281,0.7660796255633125,-0.06782775950447172,0.0031666244968328533,-0.445154306803144,-0.2264438170922578,0.16108022332201621,-1.1445537541928967
JEFFERSON,36045,2022,108095,2857,1.2376982266184664,-0.10015597160171427,0.42236791200423696,1.1481942910459653,-0.22616901550695162,-0.30774511400631527,-1.1511888484882145
KINGS,36047,2012,2567098,2478,1.8335129880483299,2.3700316889019404,-0.7551333994994003,1.9496139228699845,0.5255760905206646,2.3042817653943892,2.1657774512956816
KINGS,36047,2013,2532645,2898,1.5356056073333986,1.390836664564397,-0.52605129169003,1.6879792814847172,0.5504161200057921,2.371256813584151,2.3818586517643787
KINGS,36047,2014,2565635,2247,1.1383957663801556,0.7115547538392978,-1.2639214292787424,1.8087479952729744,0.5829216887605532,2.488463147916233,2.2295816766545062
KINGS,36047,2015,2592149,4338,1.1383957663801556,0.7736794479987986,-1.3094455546697692,1.5201671730906259,0.6268237682736099,2.287538003346949,2.071091706440061
KINGS,36047,2016,2621793,4422,1.701109707730583,2.0610691687110845,-0.8344741041128875,0.6360101906982036,0.6498831313406958,2.254050479252068,1.9651181636643897
KINGS,36047,2017,2636735,11600,0.7227852556766409,1.7974710208384646,-0.7631560914612697,-0.31677565643939787,0.6715430636493677,1.9861502864930212,1.19694246101166
KINGS,36047,2018,2629150,11194,0.8987519228660092,1.624924069006103,-1.1178648756802485,-0.6031675280926749,0.7617424807133695,1.467093663022368,0.530552638208894
KINGS,36047,2019,2648771,21656,0.8987519228660092,1.5417665633605149,-0.8010928610840228,-0.9590390427852953,0.8096059394813581,1.1824497082158818,0.09498641816111694
KINGS,36047,2020,2582830,523,1.049265856788822,1.8038913286102154,-1.1121665840880361,-1.1758496106429723,0.7796561023793519,1.0652433738837987,-0.15982375980428926
KINGS,36047,2021,2559903,12871,1.2487009723136917,1.7735169858269868,-0.9756019930519134,-1.2609140705291761,0.8141029500312288,0.8475744672670732,-0.19568784322582963
KINGS,36047,2022,2538934,37515,1.73421052781002,1.9515168912197245,-1.2582309136048655,3.170713771108557,0.8502996682926097,0.6466493226977881,-0.39505406391102493
LEWIS,36049,2012,26157,171,-0.020132936400135054,0.21214280995448265,1.6326441016237219,1.4263446400994493,-0.28477534052542075,0.36200536789130133,1.116240191876296
LEWIS,36049,2013,27072,55,-0.020132936400135054,-0.8144925672605927,1.8924176761170928,1.58332542493061,-0.2845536277949296,0.11084893717969539,1.4866651069654913
LEWIS,36049,2014,27224,117,0.5756818250297292,-1.6604789853963744,1.5320183808335517,1.9186841139539437,-0.28386322699950495,0.2113115094643375,1.330576848425512
LEWIS,36049,2015,27149,121,0.5756818250297292,-1.5697263001622324,1.260770487019045,1.6135387630792963,-0.28406813716085644,0.546186750413146,1.2062738010920546
LEWIS,36049,2016,27220,277,-0.9138550785449305,-0.18176985555042713,0.7844541528990457,0.7051220172933018,-0.283569091243733,0.5964180365554673,1.1081393416263416
LEWIS,36049,2017,26957,390,-1.0535585891573436,-0.32645344313691144,1.6761780989469695,0.31084886357095276,-0.28349793936004625,0.4624679401759439,0.267822923728847
LEWIS,36049,2018,26865,345,-0.576400390427549,-0.7486676573366919,0.0733496434591414,0.11556732602778211,-0.2835871649544668,0.7805994190773115,-0.4298216031514213
LEWIS,36049,2019,26551,286,-0.576400390427549,-1.125310783488749,1.074880323703401,0.1283940794409371,-0.28313147671575256,0.09410517513225497,-0.7892351900428174
LEWIS,36049,2020,26447,8,-0.30369284278352127,-0.5950775311729164,-0.05051234659315408,-0.4883988082776067,-0.2835071791707937,-0.2742575899114344,-0.8232125728099627
